Year ending December,Postcode,Incidents Recorded
2011,3008,622.0
2011,3011,2627.0
2011,3012,1536.0
2011,3013,787.0
2011,3015,888.0
2011,3016,906.0
2011,3018,711.0
2011,3019,922.0
2011,3020,4586.0
2011,3021,3417.0
2011,3022,410.0
2011,3023,3320.0
2011,3024,979.0
2011,3025,814.0
2011,3026,343.0
2011,3027,136.0
2011,3028,1321.0
2011,3029,4221.0
2011,3030,4478.0
2011,3031,1955.0
2011,3032,2413.0
2011,3033,463.0
2011,3034,349.0
2011,3036,238.0
2011,3037,2119.0
2011,3038,1539.0
2011,3039,945.0
2011,3040,1109.0
2011,3041,437.0
2011,3042,1015.0
2011,3043,1158.0
2011,3044,961.0
2011,3045,333.0
2011,3046,1766.0
2011,3047,2790.0
2011,3048,1032.0
2011,3049,333.0
2011,3051,1275.0
2011,3052,622.0
2011,3053,1240.0
2011,3054,469.0
2011,3055,517.0
2011,3056,1970.0
2011,3057,525.0
2011,3058,2379.0
2011,3059,352.0
2011,3060,809.0
2011,3061,967.0
2011,3062,120.0
2011,3063,15.0
2011,3064,2461.0
2011,3065,1882.0
2011,3066,1176.0
2011,3067,661.0
2011,3068,1146.0
2011,3070,1400.0
2011,3071,894.0
2011,3072,3588.0
2011,3073,2849.0
2011,3074,1587.0
2011,3075,1108.0
2011,3076,2198.0
2011,3078,503.0
2011,3079,536.0
2011,3081,1174.0
2011,3082,1357.0
2011,3083,1270.0
2011,3084,1530.0
2011,3085,412.0
2011,3087,372.0
2011,3088,1089.0
2011,3089,314.0
2011,3090,66.0
2011,3091,28.0
2011,3093,86.0
2011,3094,207.0
2011,3095,735.0
2011,3096,36.0
2011,3097,29.0
2011,3099,127.0
2011,3101,802.0
2011,3102,142.0
2011,3103,391.0
2011,3104,439.0
2011,3105,303.0
2011,3106,230.0
2011,3107,273.0
2011,3108,988.0
2011,3109,584.0
2011,3111,189.0
2011,3113,151.0
2011,3114,46.0
2011,3115,68.0
2011,3116,480.0
2011,3121,3248.0
2011,3122,1264.0
2011,3123,380.0
2011,3124,846.0
2011,3125,466.0
2011,3126,222.0
2011,3127,465.0
2011,3128,1434.0
2011,3129,292.0
2011,3130,825.0
2011,3131,813.0
2011,3132,493.0
2011,3133,414.0
2011,3134,2300.0
2011,3135,621.0
2011,3136,1337.0
2011,3137,389.0
2011,3138,754.0
2011,3139,261.0
2011,3140,908.0
2011,3141,1462.0
2011,3142,601.0
2011,3143,323.0
2011,3144,676.0
2011,3145,1340.0
2011,3146,559.0
2011,3147,475.0
2011,3148,637.0
2011,3149,958.0
2011,3150,1719.0
2011,3151,274.0
2011,3152,1335.0
2011,3153,1159.0
2011,3154,116.0
2011,3155,1061.0
2011,3156,1374.0
2011,3158,206.0
2011,3159,44.0
2011,3160,341.0
2011,3161,490.0
2011,3162,568.0
2011,3163,950.0
2011,3165,607.0
2011,3166,1062.0
2011,3167,287.0
2011,3168,1238.0
2011,3169,573.0
2011,3170,704.0
2011,3171,1406.0
2011,3172,667.0
2011,3173,925.0
2011,3174,1858.0
2011,3175,6365.0
2011,3177,690.0
2011,3178,920.0
2011,3179,222.0
2011,3180,251.0
2011,3181,2298.0
2011,3182,3600.0
2011,3183,711.0
2011,3184,622.0
2011,3185,626.0
2011,3186,846.0
2011,3187,360.0
2011,3188,635.0
2011,3189,743.0
2011,3190,512.0
2011,3191,345.0
2011,3192,1451.0
2011,3193,380.0
2011,3194,543.0
2011,3195,1448.0
2011,3196,909.0
2011,3197,485.0
2011,3198,1316.0
2011,3199,5352.0
2011,3200,499.0
2011,3201,1057.0
2011,3202,77.0
2011,3204,924.0
2011,3205,1546.0
2011,3206,597.0
2011,3207,1114.0
2011,3211,67.0
2011,3212,459.0
2011,3213,87.0
2011,3214,2292.0
2011,3215,1101.0
2011,3216,2093.0
2011,3217,16.0
2011,3218,732.0
2011,3219,1324.0
2011,3220,2802.0
2011,3221,237.0
2011,3222,221.0
2011,3223,267.0
2011,3224,292.0
2011,3225,106.0
2011,3226,438.0
2011,3227,154.0
2011,3228,507.0
2011,3230,112.0
2011,3231,40.0
2011,3232,144.0
2011,3233,152.0
2011,3234,12.0
2011,3235,5.0
2011,3236,4.0
2011,3237,6.0
2011,3238,13.0
2011,3239,22.0
2011,3240,34.0
2011,3241,105.0
2011,3242,25.0
2011,3243,9.0
2011,3249,72.0
2011,3250,751.0
2011,3251,12.0
2011,3254,6.0
2011,3260,172.0
2011,3264,112.0
2011,3265,53.0
2011,3266,96.0
2011,3267,1.0
2011,3268,49.0
2011,3269,32.0
2011,3270,17.0
2011,3271,8.0
2011,3272,55.0
2011,3273,5.0
2011,3274,6.0
2011,3275,10.0
2011,3276,1.0
2011,3277,31.0
2011,3278,2.0
2011,3279,6.0
2011,3280,1808.0
2011,3281,5.0
2011,3282,68.0
2011,3283,21.0
2011,3284,158.0
2011,3285,25.0
2011,3286,9.0
2011,3287,9.0
2011,3289,11.0
2011,3292,19.0
2011,3293,7.0
2011,3294,11.0
2011,3300,746.0
2011,3301,13.0
2011,3302,7.0
2011,3303,5.0
2011,3304,144.0
2011,3305,943.0
2011,3309,2.0
2011,3310,12.0
2011,3311,84.0
2011,3312,17.0
2011,3314,11.0
2011,3315,50.0
2011,3317,3.0
2011,3318,40.0
2011,3319,6.0
2011,3321,13.0
2011,3322,2.0
2011,3323,6.0
2011,3324,21.0
2011,3325,14.0
2011,3328,10.0
2011,3329,2.0
2011,3330,13.0
2011,3331,60.0
2011,3332,7.0
2011,3333,36.0
2011,3334,14.0
2011,3335,228.0
2011,3337,2463.0
2011,3338,957.0
2011,3340,824.0
2011,3341,34.0
2011,3342,108.0
2011,3345,31.0
2011,3350,5325.0
2011,3351,164.0
2011,3352,343.0
2011,3354,8.0
2011,3355,1435.0
2011,3356,1151.0
2011,3357,56.0
2011,3360,12.0
2011,3361,8.0
2011,3363,141.0
2011,3364,47.0
2011,3370,49.0
2011,3371,25.0
2011,3373,74.0
2011,3375,5.0
2011,3377,748.0
2011,3378,3.0
2011,3379,24.0
2011,3380,552.0
2011,3381,45.0
2011,3384,12.0
2011,3385,12.0
2011,3387,8.0
2011,3388,22.0
2011,3390,55.0
2011,3391,6.0
2011,3392,17.0
2011,3393,120.0
2011,3395,24.0
2011,3396,20.0
2011,3399,6.0
2011,3400,1162.0
2011,3401,61.0
2011,3407,4.0
2011,3409,7.0
2011,3412,8.0
2011,3413,1.0
2011,3414,48.0
2011,3415,5.0
2011,3418,94.0
2011,3419,24.0
2011,3420,3.0
2011,3422,4.0
2011,3423,17.0
2011,3424,16.0
2011,3427,100.0
2011,3428,46.0
2011,3429,1497.0
2011,3430,7.0
2011,3431,106.0
2011,3432,6.0
2011,3433,2.0
2011,3434,112.0
2011,3435,58.0
2011,3437,217.0
2011,3438,33.0
2011,3440,52.0
2011,3441,20.0
2011,3442,183.0
2011,3444,370.0
2011,3446,26.0
2011,3447,12.0
2011,3448,14.0
2011,3450,474.0
2011,3451,93.0
2011,3453,29.0
2011,3458,58.0
2011,3460,151.0
2011,3461,85.0
2011,3462,33.0
2011,3463,69.0
2011,3464,25.0
2011,3465,539.0
2011,3467,29.0
2011,3468,5.0
2011,3469,5.0
2011,3472,86.0
2011,3475,17.0
2011,3477,1.0
2011,3478,160.0
2011,3480,102.0
2011,3482,8.0
2011,3483,21.0
2011,3485,8.0
2011,3487,3.0
2011,3488,1.0
2011,3489,4.0
2011,3490,46.0
2011,3491,5.0
2011,3494,31.0
2011,3496,351.0
2011,3498,188.0
2011,3500,3600.0
2011,3501,32.0
2011,3505,211.0
2011,3507,3.0
2011,3509,5.0
2011,3512,9.0
2011,3515,20.0
2011,3516,23.0
2011,3517,70.0
2011,3518,99.0
2011,3520,14.0
2011,3521,16.0
2011,3522,10.0
2011,3523,111.0
2011,3525,53.0
2011,3527,23.0
2011,3529,1.0
2011,3530,1.0
2011,3531,1.0
2011,3533,17.0
2011,3537,28.0
2011,3540,3.0
2011,3542,3.0
2011,3544,2.0
2011,3546,27.0
2011,3549,280.0
2011,3550,2897.0
2011,3551,401.0
2011,3555,844.0
2011,3556,714.0
2011,3557,17.0
2011,3558,40.0
2011,3559,17.0
2011,3561,143.0
2011,3562,7.0
2011,3563,13.0
2011,3564,1167.0
2011,3565,3.0
2011,3566,10.0
2011,3567,7.0
2011,3568,80.0
2011,3570,17.0
2011,3571,8.0
2011,3572,6.0
2011,3573,13.0
2011,3575,24.0
2011,3576,1.0
2011,3579,334.0
2011,3580,9.0
2011,3581,12.0
2011,3583,2.0
2011,3584,23.0
2011,3585,936.0
2011,3586,9.0
2011,3588,3.0
2011,3589,9.0
2011,3590,4.0
2011,3595,18.0
2011,3596,2.0
2011,3597,15.0
2011,3599,3.0
2011,3607,7.0
2011,3608,118.0
2011,3610,60.0
2011,3612,85.0
2011,3614,21.0
2011,3616,222.0
2011,3617,7.0
2011,3618,17.0
2011,3620,322.0
2011,3621,78.0
2011,3622,8.0
2011,3623,35.0
2011,3624,9.0
2011,3629,650.0
2011,3630,3693.0
2011,3631,280.0
2011,3633,16.0
2011,3634,34.0
2011,3635,10.0
2011,3636,192.0
2011,3637,10.0
2011,3638,95.0
2011,3639,22.0
2011,3640,16.0
2011,3641,35.0
2011,3644,447.0
2011,3646,10.0
2011,3649,12.0
2011,3658,156.0
2011,3659,33.0
2011,3660,804.0
2011,3662,17.0
2011,3663,7.0
2011,3664,22.0
2011,3665,13.0
2011,3666,133.0
2011,3669,43.0
2011,3670,18.0
2011,3672,693.0
2011,3673,40.0
2011,3675,66.0
2011,3677,1528.0
2011,3678,54.0
2011,3682,14.0
2011,3683,62.0
2011,3685,88.0
2011,3687,30.0
2011,3688,44.0
2011,3690,2322.0
2011,3691,111.0
2011,3695,5.0
2011,3697,3.0
2011,3698,3.0
2011,3699,33.0
2011,3700,32.0
2011,3701,22.0
2011,3705,6.0
2011,3707,73.0
2011,3708,1.0
2011,3709,5.0
2011,3711,9.0
2011,3712,8.0
2011,3713,66.0
2011,3714,111.0
2011,3715,3.0
2011,3717,108.0
2011,3718,8.0
2011,3719,2.0
2011,3720,30.0
2011,3722,179.0
2011,3723,112.0
2011,3724,1.0
2011,3725,7.0
2011,3726,4.0
2011,3727,2.0
2011,3728,16.0
2011,3730,314.0
2011,3732,13.0
2011,3733,1.0
2011,3735,4.0
2011,3737,154.0
2011,3738,2.0
2011,3740,13.0
2011,3741,100.0
2011,3744,5.0
2011,3746,12.0
2011,3747,86.0
2011,3749,29.0
2011,3750,183.0
2011,3751,10.0
2011,3752,764.0
2011,3753,43.0
2011,3754,768.0
2011,3755,10.0
2011,3756,414.0
2011,3757,226.0
2011,3758,71.0
2011,3759,15.0
2011,3760,1.0
2011,3761,15.0
2011,3762,4.0
2011,3763,51.0
2011,3764,267.0
2011,3765,156.0
2011,3766,21.0
2011,3767,19.0
2011,3770,69.0
2011,3775,86.0
2011,3777,320.0
2011,3778,11.0
2011,3779,18.0
2011,3781,133.0
2011,3782,252.0
2011,3783,85.0
2011,3785,8.0
2011,3786,28.0
2011,3787,15.0
2011,3788,37.0
2011,3789,2.0
2011,3791,36.0
2011,3792,17.0
2011,3793,111.0
2011,3795,33.0
2011,3796,231.0
2011,3797,104.0
2011,3799,173.0
2011,3802,901.0
2011,3803,637.0
2011,3804,176.0
2011,3805,2656.0
2011,3806,1291.0
2011,3807,233.0
2011,3808,58.0
2011,3809,178.0
2011,3810,1969.0
2011,3812,58.0
2011,3813,27.0
2011,3814,46.0
2011,3815,91.0
2011,3816,95.0
2011,3818,464.0
2011,3820,716.0
2011,3821,38.0
2011,3822,19.0
2011,3823,75.0
2011,3824,171.0
2011,3825,1627.0
2011,3831,26.0
2011,3833,46.0
2011,3835,19.0
2011,3840,2429.0
2011,3842,522.0
2011,3844,2192.0
2011,3847,123.0
2011,3850,1283.0
2011,3851,192.0
2011,3854,20.0
2011,3856,11.0
2011,3857,15.0
2011,3858,127.0
2011,3859,16.0
2011,3860,288.0
2011,3862,81.0
2011,3864,12.0
2011,3865,12.0
2011,3869,44.0
2011,3870,20.0
2011,3871,77.0
2011,3873,6.0
2011,3874,18.0
2011,3875,1345.0
2011,3878,15.0
2011,3880,94.0
2011,3882,18.0
2011,3885,18.0
2011,3886,11.0
2011,3887,37.0
2011,3888,212.0
2011,3889,14.0
2011,3890,22.0
2011,3891,3.0
2011,3892,64.0
2011,3895,2.0
2011,3896,9.0
2011,3898,22.0
2011,3900,2.0
2011,3902,6.0
2011,3903,14.0
2011,3904,23.0
2011,3909,543.0
2011,3910,661.0
2011,3911,146.0
2011,3912,522.0
2011,3913,152.0
2011,3915,862.0
2011,3916,26.0
2011,3918,72.0
2011,3919,149.0
2011,3920,11.0
2011,3921,3.0
2011,3922,435.0
2011,3923,6.0
2011,3925,138.0
2011,3926,90.0
2011,3927,31.0
2011,3928,2.0
2011,3929,63.0
2011,3930,354.0
2011,3931,1526.0
2011,3933,44.0
2011,3934,399.0
2011,3936,378.0
2011,3937,29.0
2011,3938,89.0
2011,3939,964.0
2011,3940,232.0
2011,3941,602.0
2011,3942,76.0
2011,3943,193.0
2011,3944,124.0
2011,3945,18.0
2011,3946,7.0
2011,3950,169.0
2011,3951,7.0
2011,3953,293.0
2011,3954,7.0
2011,3956,84.0
2011,3957,6.0
2011,3958,1.0
2011,3959,21.0
2011,3960,74.0
2011,3962,26.0
2011,3964,4.0
2011,3965,9.0
2011,3966,9.0
2011,3967,2.0
2011,3971,139.0
2011,3975,404.0
2011,3976,798.0
2011,3977,3414.0
2011,3978,67.0
2011,3979,4.0
2011,3980,121.0
2011,3981,168.0
2011,3984,178.0
2011,3987,41.0
2011,3988,19.0
2011,3990,3.0
2011,3991,16.0
2011,3992,20.0
2011,3995,679.0
2011,3996,178.0
2012,3000,7646.0
2012,3002,647.0
2012,3003,440.0
2012,3006,1600.0
2012,3008,727.0
2012,3011,2766.0
2012,3012,1747.0
2012,3013,889.0
2012,3015,1066.0
2012,3016,1172.0
2012,3018,825.0
2012,3019,941.0
2012,3020,5023.0
2012,3021,3991.0
2012,3022,566.0
2012,3023,3544.0
2012,3024,989.0
2012,3025,990.0
2012,3026,454.0
2012,3027,165.0
2012,3028,1670.0
2012,3029,4646.0
2012,3030,5287.0
2012,3031,1818.0
2012,3032,2785.0
2012,3033,587.0
2012,3034,308.0
2012,3036,230.0
2012,3037,2172.0
2012,3038,1572.0
2012,3039,1134.0
2012,3040,1308.0
2012,3041,519.0
2012,3042,1221.0
2012,3043,1295.0
2012,3044,1135.0
2012,3045,470.0
2012,3046,1947.0
2012,3047,2932.0
2012,3048,1174.0
2012,3049,385.0
2012,3051,1292.0
2012,3052,597.0
2012,3053,1425.0
2012,3054,465.0
2012,3055,574.0
2012,3056,2052.0
2012,3057,546.0
2012,3058,2689.0
2012,3059,363.0
2012,3060,848.0
2012,3061,1075.0
2012,3062,115.0
2012,3063,14.0
2012,3064,2897.0
2012,3065,2059.0
2012,3066,1298.0
2012,3067,649.0
2012,3068,1187.0
2012,3070,1404.0
2012,3071,948.0
2012,3072,3617.0
2012,3073,2823.0
2012,3074,1709.0
2012,3075,1186.0
2012,3076,2234.0
2012,3078,567.0
2012,3079,532.0
2012,3081,1160.0
2012,3082,1434.0
2012,3083,1420.0
2012,3084,1562.0
2012,3085,402.0
2012,3087,405.0
2012,3088,1187.0
2012,3089,397.0
2012,3090,66.0
2012,3091,33.0
2012,3093,94.0
2012,3094,227.0
2012,3095,642.0
2012,3096,34.0
2012,3097,18.0
2012,3099,133.0
2012,3101,961.0
2012,3102,176.0
2012,3103,421.0
2012,3104,452.0
2012,3105,311.0
2012,3106,272.0
2012,3107,215.0
2012,3108,1161.0
2012,3109,611.0
2012,3111,155.0
2012,3113,120.0
2012,3114,54.0
2012,3115,36.0
2012,3116,356.0
2012,3121,3401.0
2012,3122,1446.0
2012,3123,376.0
2012,3124,943.0
2012,3125,598.0
2012,3126,224.0
2012,3127,537.0
2012,3128,1413.0
2012,3129,330.0
2012,3130,845.0
2012,3131,892.0
2012,3132,482.0
2012,3133,492.0
2012,3134,2461.0
2012,3135,691.0
2012,3136,1388.0
2012,3137,598.0
2012,3138,751.0
2012,3139,295.0
2012,3140,1020.0
2012,3141,1662.0
2012,3142,610.0
2012,3143,398.0
2012,3144,748.0
2012,3145,1432.0
2012,3146,607.0
2012,3147,558.0
2012,3148,641.0
2012,3149,797.0
2012,3150,1580.0
2012,3151,327.0
2012,3152,1605.0
2012,3153,1367.0
2012,3154,138.0
2012,3155,1276.0
2012,3156,1503.0
2012,3158,224.0
2012,3159,63.0
2012,3160,423.0
2012,3161,507.0
2012,3162,627.0
2012,3163,870.0
2012,3165,612.0
2012,3166,1213.0
2012,3167,399.0
2012,3168,1155.0
2012,3169,659.0
2012,3170,834.0
2012,3171,1510.0
2012,3172,665.0
2012,3173,949.0
2012,3174,1909.0
2012,3175,6903.0
2012,3177,792.0
2012,3178,968.0
2012,3179,259.0
2012,3180,325.0
2012,3181,2379.0
2012,3182,3682.0
2012,3183,796.0
2012,3184,636.0
2012,3185,728.0
2012,3186,1015.0
2012,3187,390.0
2012,3188,720.0
2012,3189,963.0
2012,3190,647.0
2012,3191,405.0
2012,3192,1551.0
2012,3193,468.0
2012,3194,679.0
2012,3195,1519.0
2012,3196,999.0
2012,3197,513.0
2012,3198,1355.0
2012,3199,6395.0
2012,3200,533.0
2012,3201,1084.0
2012,3202,94.0
2012,3204,1054.0
2012,3205,1711.0
2012,3206,699.0
2012,3207,1216.0
2012,3211,67.0
2012,3212,542.0
2012,3213,86.0
2012,3214,2876.0
2012,3215,1160.0
2012,3216,1981.0
2012,3217,34.0
2012,3218,699.0
2012,3219,1356.0
2012,3220,3063.0
2012,3221,271.0
2012,3222,315.0
2012,3223,228.0
2012,3224,297.0
2012,3225,138.0
2012,3226,386.0
2012,3227,197.0
2012,3228,570.0
2012,3230,133.0
2012,3231,61.0
2012,3232,181.0
2012,3233,124.0
2012,3234,6.0
2012,3235,14.0
2012,3236,9.0
2012,3237,8.0
2012,3238,14.0
2012,3239,14.0
2012,3240,34.0
2012,3241,107.0
2012,3242,18.0
2012,3243,11.0
2012,3249,95.0
2012,3250,854.0
2012,3251,14.0
2012,3254,12.0
2012,3260,192.0
2012,3264,76.0
2012,3265,52.0
2012,3266,84.0
2012,3267,7.0
2012,3268,74.0
2012,3269,36.0
2012,3270,13.0
2012,3271,6.0
2012,3272,90.0
2012,3273,5.0
2012,3274,11.0
2012,3275,4.0
2012,3276,8.0
2012,3277,48.0
2012,3278,5.0
2012,3279,6.0
2012,3280,1808.0
2012,3281,7.0
2012,3282,84.0
2012,3283,34.0
2012,3284,176.0
2012,3285,20.0
2012,3286,11.0
2012,3287,3.0
2012,3289,13.0
2012,3292,17.0
2012,3293,6.0
2012,3294,16.0
2012,3300,701.0
2012,3301,11.0
2012,3302,9.0
2012,3303,6.0
2012,3304,112.0
2012,3305,849.0
2012,3309,2.0
2012,3310,22.0
2012,3311,62.0
2012,3312,26.0
2012,3314,5.0
2012,3315,32.0
2012,3317,8.0
2012,3318,22.0
2012,3319,3.0
2012,3321,22.0
2012,3322,5.0
2012,3323,4.0
2012,3324,19.0
2012,3325,19.0
2012,3328,13.0
2012,3329,3.0
2012,3330,5.0
2012,3331,79.0
2012,3332,11.0
2012,3333,43.0
2012,3334,9.0
2012,3335,251.0
2012,3337,2672.0
2012,3338,1156.0
2012,3340,1043.0
2012,3341,21.0
2012,3342,163.0
2012,3345,38.0
2012,3350,5193.0
2012,3351,166.0
2012,3352,352.0
2012,3354,5.0
2012,3355,1324.0
2012,3356,1333.0
2012,3357,118.0
2012,3360,12.0
2012,3361,12.0
2012,3363,152.0
2012,3364,45.0
2012,3370,52.0
2012,3371,26.0
2012,3373,111.0
2012,3375,7.0
2012,3377,890.0
2012,3378,3.0
2012,3379,15.0
2012,3380,445.0
2012,3381,47.0
2012,3384,14.0
2012,3385,7.0
2012,3387,2.0
2012,3388,21.0
2012,3390,29.0
2012,3391,14.0
2012,3392,8.0
2012,3393,162.0
2012,3395,12.0
2012,3396,13.0
2012,3399,3.0
2012,3400,1304.0
2012,3401,84.0
2012,3407,12.0
2012,3409,24.0
2012,3412,21.0
2012,3413,2.0
2012,3414,52.0
2012,3415,8.0
2012,3418,86.0
2012,3419,41.0
2012,3420,6.0
2012,3423,39.0
2012,3424,35.0
2012,3427,115.0
2012,3428,39.0
2012,3429,1399.0
2012,3430,14.0
2012,3431,72.0
2012,3432,2.0
2012,3433,7.0
2012,3434,137.0
2012,3435,79.0
2012,3437,213.0
2012,3438,51.0
2012,3440,47.0
2012,3441,11.0
2012,3442,213.0
2012,3444,459.0
2012,3446,32.0
2012,3447,11.0
2012,3448,24.0
2012,3450,373.0
2012,3451,107.0
2012,3453,25.0
2012,3458,63.0
2012,3460,185.0
2012,3461,82.0
2012,3462,30.0
2012,3463,81.0
2012,3464,31.0
2012,3465,658.0
2012,3467,32.0
2012,3468,9.0
2012,3469,15.0
2012,3472,57.0
2012,3475,23.0
2012,3478,148.0
2012,3480,46.0
2012,3482,11.0
2012,3483,29.0
2012,3485,2.0
2012,3487,1.0
2012,3488,3.0
2012,3489,7.0
2012,3490,68.0
2012,3494,33.0
2012,3496,359.0
2012,3498,179.0
2012,3500,3640.0
2012,3501,45.0
2012,3505,240.0
2012,3506,6.0
2012,3507,3.0
2012,3509,13.0
2012,3512,10.0
2012,3515,34.0
2012,3516,43.0
2012,3517,78.0
2012,3518,89.0
2012,3520,11.0
2012,3521,22.0
2012,3522,17.0
2012,3523,97.0
2012,3525,78.0
2012,3527,29.0
2012,3529,2.0
2012,3531,4.0
2012,3533,41.0
2012,3537,15.0
2012,3540,26.0
2012,3544,12.0
2012,3546,31.0
2012,3549,292.0
2012,3550,3291.0
2012,3551,474.0
2012,3555,925.0
2012,3556,733.0
2012,3557,47.0
2012,3558,51.0
2012,3559,26.0
2012,3561,239.0
2012,3562,9.0
2012,3563,20.0
2012,3564,1392.0
2012,3565,5.0
2012,3566,11.0
2012,3567,13.0
2012,3568,75.0
2012,3570,22.0
2012,3571,11.0
2012,3572,5.0
2012,3573,20.0
2012,3575,15.0
2012,3579,283.0
2012,3580,10.0
2012,3581,18.0
2012,3583,12.0
2012,3584,33.0
2012,3585,923.0
2012,3586,11.0
2012,3588,3.0
2012,3589,15.0
2012,3590,6.0
2012,3594,1.0
2012,3595,29.0
2012,3596,1.0
2012,3597,7.0
2012,3599,5.0
2012,3607,5.0
2012,3608,109.0
2012,3610,59.0
2012,3612,88.0
2012,3614,15.0
2012,3616,233.0
2012,3617,2.0
2012,3618,22.0
2012,3620,295.0
2012,3621,77.0
2012,3622,14.0
2012,3623,28.0
2012,3624,20.0
2012,3629,694.0
2012,3630,3477.0
2012,3631,273.0
2012,3633,10.0
2012,3634,28.0
2012,3635,14.0
2012,3636,155.0
2012,3637,14.0
2012,3638,70.0
2012,3639,21.0
2012,3640,21.0
2012,3641,23.0
2012,3644,379.0
2012,3646,14.0
2012,3649,13.0
2012,3658,177.0
2012,3659,39.0
2012,3660,770.0
2012,3662,15.0
2012,3663,11.0
2012,3664,30.0
2012,3665,13.0
2012,3666,162.0
2012,3669,55.0
2012,3670,21.0
2012,3672,664.0
2012,3673,23.0
2012,3675,59.0
2012,3677,1590.0
2012,3678,55.0
2012,3682,18.0
2012,3683,60.0
2012,3685,92.0
2012,3687,40.0
2012,3688,38.0
2012,3690,2510.0
2012,3691,161.0
2012,3695,5.0
2012,3697,9.0
2012,3698,8.0
2012,3699,46.0
2012,3700,44.0
2012,3701,18.0
2012,3705,6.0
2012,3707,91.0
2012,3709,6.0
2012,3711,5.0
2012,3712,16.0
2012,3713,62.0
2012,3714,130.0
2012,3715,5.0
2012,3717,94.0
2012,3718,9.0
2012,3719,12.0
2012,3720,38.0
2012,3722,161.0
2012,3723,111.0
2012,3725,10.0
2012,3726,8.0
2012,3727,5.0
2012,3728,12.0
2012,3730,319.0
2012,3732,7.0
2012,3733,5.0
2012,3735,2.0
2012,3737,168.0
2012,3738,6.0
2012,3739,4.0
2012,3740,17.0
2012,3741,98.0
2012,3744,7.0
2012,3746,8.0
2012,3747,91.0
2012,3749,24.0
2012,3750,229.0
2012,3751,13.0
2012,3752,959.0
2012,3753,60.0
2012,3754,1091.0
2012,3755,15.0
2012,3756,469.0
2012,3757,327.0
2012,3758,64.0
2012,3759,15.0
2012,3760,2.0
2012,3761,19.0
2012,3762,7.0
2012,3763,46.0
2012,3764,334.0
2012,3765,210.0
2012,3766,25.0
2012,3767,23.0
2012,3770,97.0
2012,3775,79.0
2012,3777,337.0
2012,3778,14.0
2012,3779,25.0
2012,3781,129.0
2012,3782,213.0
2012,3783,61.0
2012,3785,4.0
2012,3786,33.0
2012,3787,22.0
2012,3788,68.0
2012,3789,8.0
2012,3791,20.0
2012,3792,26.0
2012,3793,104.0
2012,3795,40.0
2012,3796,237.0
2012,3797,108.0
2012,3799,168.0
2012,3802,806.0
2012,3803,665.0
2012,3804,208.0
2012,3805,2726.0
2012,3806,1647.0
2012,3807,294.0
2012,3808,51.0
2012,3809,283.0
2012,3810,2347.0
2012,3812,45.0
2012,3813,22.0
2012,3814,52.0
2012,3815,73.0
2012,3816,100.0
2012,3818,588.0
2012,3820,919.0
2012,3821,47.0
2012,3822,21.0
2012,3823,64.0
2012,3824,199.0
2012,3825,1991.0
2012,3831,44.0
2012,3833,33.0
2012,3835,30.0
2012,3840,2537.0
2012,3842,379.0
2012,3844,2511.0
2012,3847,118.0
2012,3850,1640.0
2012,3851,224.0
2012,3854,34.0
2012,3856,17.0
2012,3857,12.0
2012,3858,158.0
2012,3859,29.0
2012,3860,324.0
2012,3862,73.0
2012,3864,8.0
2012,3865,6.0
2012,3869,51.0
2012,3870,41.0
2012,3871,92.0
2012,3873,10.0
2012,3874,30.0
2012,3875,1317.0
2012,3878,9.0
2012,3880,95.0
2012,3882,17.0
2012,3885,58.0
2012,3886,12.0
2012,3887,39.0
2012,3888,217.0
2012,3889,9.0
2012,3890,25.0
2012,3891,11.0
2012,3892,48.0
2012,3893,2.0
2012,3895,1.0
2012,3896,12.0
2012,3898,22.0
2012,3900,8.0
2012,3902,6.0
2012,3903,22.0
2012,3904,24.0
2012,3909,711.0
2012,3910,796.0
2012,3911,162.0
2012,3912,507.0
2012,3913,156.0
2012,3915,1028.0
2012,3916,47.0
2012,3918,112.0
2012,3919,157.0
2012,3920,11.0
2012,3922,456.0
2012,3923,11.0
2012,3925,133.0
2012,3926,66.0
2012,3927,29.0
2012,3928,6.0
2012,3929,78.0
2012,3930,379.0
2012,3931,1486.0
2012,3933,38.0
2012,3934,341.0
2012,3936,446.0
2012,3937,46.0
2012,3938,74.0
2012,3939,1061.0
2012,3940,200.0
2012,3941,700.0
2012,3942,111.0
2012,3943,159.0
2012,3944,65.0
2012,3945,24.0
2012,3946,3.0
2012,3950,210.0
2012,3951,11.0
2012,3953,331.0
2012,3954,4.0
2012,3956,99.0
2012,3957,5.0
2012,3958,2.0
2012,3959,16.0
2012,3960,69.0
2012,3962,21.0
2012,3964,2.0
2012,3965,15.0
2012,3966,11.0
2012,3967,1.0
2012,3971,211.0
2012,3975,398.0
2012,3976,902.0
2012,3977,3657.0
2012,3978,169.0
2012,3979,7.0
2012,3980,96.0
2012,3981,176.0
2012,3984,219.0
2012,3987,19.0
2012,3988,12.0
2012,3990,8.0
2012,3991,30.0
2012,3992,11.0
2012,3995,772.0
2012,3996,268.0
2013,3000,7614.0
2013,3002,687.0
2013,3003,429.0
2013,3006,1759.0
2013,3008,707.0
2013,3011,2592.0
2013,3012,1564.0
2013,3013,612.0
2013,3015,931.0
2013,3016,1100.0
2013,3018,768.0
2013,3019,793.0
2013,3020,5323.0
2013,3021,3563.0
2013,3022,456.0
2013,3023,3455.0
